Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Target_Next_Close,MA_7,MA_30,Daily_Return,Volatility_7d,Lag_1,Lag_2
2021-02-15,48696.54,48875.57,46347.48,47945.06,47945.06,77069903166,BTC-USD,49199.87,47225.90571428571,37976.657666666666,-0.015851251167706693,1237.0057930189341,48717.29,47105.52
2021-02-16,47944.46,50341.1,47201.3,49199.87,49199.87,77049582886,BTC-USD,52149.01,47614.299999999996,38423.61066666667,0.02617183084138408,1382.4473159824856,47945.06,48717.29
2021-02-17,49207.28,52533.91,49072.38,52149.01,52149.01,80820545404,BTC-USD,51679.8,48647.275714285715,38940.90866666667,0.059942028302107264,1697.6563960538208,49199.87,47945.06
2021-02-18,52140.97,52474.11,51015.77,51679.8,51679.8,52054723579,BTC-USD,55888.13,49185.91428571428,39461.242,-0.008997486241828945,1996.3693097794144,52149.01,49199.87
2021-02-19,51675.98,56113.65,50937.28,55888.13,55888.13,63495496918,BTC-USD,56099.52,50383.525714285715,40139.25466666666,0.08143084919059262,3054.1433315354566,51679.8,52149.01
2021-02-20,55887.34,57505.23,54626.56,56099.52,56099.52,68145460026,BTC-USD,57539.95,51668.38285714285,40981.71533333333,0.00378237740285825,3325.1068405377737,55888.13,51679.8
2021-02-21,56068.57,58330.57,55672.61,57539.95,57539.95,51897585191,BTC-USD,54207.32,52928.76285714286,41799.52166666666,0.02567633377255274,3673.8821532711777,56099.52,55888.13
2021-02-22,57532.74,57533.39,48967.57,54207.32,54207.32,92052420332,BTC-USD,48824.43,53823.37142857142,42537.511000000006,-0.05791854181312284,2948.9999204105843,57539.95,56099.52
2021-02-23,54204.93,54204.93,45290.59,48824.43,48824.43,106102492824,BTC-USD,49705.33,53769.73714285715,43088.679333333326,-0.09930190239989722,3048.828099274293,54207.32,57539.95
2021-02-24,48835.09,51290.14,47213.5,49705.33,49705.33,63695521388,BTC-USD,47093.85,53420.64,43666.644,0.018042197318022923,3386.534214572082,48824.43,54207.32
2021-02-25,49709.08,51948.97,47093.85,47093.85,47093.85,54506565949,BTC-USD,46339.76,52765.50428571429,44150.777333333324,-0.052539234725933914,4139.343991672582,49705.33,48824.43
2021-02-26,47180.46,48370.79,44454.84,46339.76,46339.76,350967941479,BTC-USD,46188.45,51401.45142857143,44681.01766666666,-0.0160124942004104,4496.6641150725945,47093.85,49705.33
2021-02-27,46344.77,48253.27,45269.03,46188.45,46188.45,45910946382,BTC-USD,45137.77,49985.58428571428,45105.096000000005,-0.003265230549316711,4328.023147881245,46339.76,47093.85
2021-02-28,46194.02,46716.43,43241.62,45137.77,45137.77,53443887451,BTC-USD,49631.24,48213.84428571428,45465.80866666666,-0.02274767826155677,3078.1523089340235,46188.45,46339.76
2021-03-01,45159.5,49784.02,45115.09,49631.24,49631.24,53891300112,BTC-USD,48378.99,47560.11857142857,45977.866,0.09955011069443609,1823.2703277576709,45137.77,46188.45
2021-03-02,49612.11,50127.51,47228.84,48378.99,48378.99,47530897720,BTC-USD,50538.24,47496.48428571428,46486.687000000005,-0.025231084292876793,1779.0264144738965,49631.24,45137.77
2021-03-03,48415.82,52535.14,48274.32,50538.24,50538.24,53220811975,BTC-USD,48561.17,47615.47142857143,47053.389,0.04463197764153404,1969.0853526061865,48378.99,49631.24
2021-03-04,50522.3,51735.09,47656.93,48561.17,48561.17,52343816680,BTC-USD,48927.3,47825.08857142857,47488.418333333335,-0.039120278031051336,1982.3582001532673,50538.24,48378.99
2021-03-05,48527.03,49396.43,46542.52,48927.3,48927.3,48625928883,BTC-USD,48912.38,48194.73714285714,47870.25866666667,0.007539562988288839,1898.7124060771037,48561.17,50538.24
2021-03-06,48899.23,49147.22,47257.53,48912.38,48912.38,34363564661,BTC-USD,51206.69,48583.87,48269.802333333326,-0.00030494223061572345,1686.2436218413516,48927.3,48561.17
2021-03-07,48918.68,51384.37,48918.68,51206.69,51206.69,43137459378,BTC-USD,52246.52,49450.85857142857,48705.215,0.04690652959434827,1064.769190536121,48912.38,48927.3
2021-03-08,51174.12,52314.07,49506.05,52246.52,52246.52,48597428048,BTC-USD,54824.12,49824.469999999994,49137.89866666667,0.020306526354271215,1506.0150199120426,51206.69,48912.38
2021-03-09,52272.97,54824.12,51981.83,54824.12,54824.12,50912227385,BTC-USD,56008.55,50745.20285714286,49668.588,0.04933534329176381,2257.6289986675206,52246.52,51206.69
2021-03-10,54824.01,57258.25,53290.89,56008.55,56008.55,57295577614,BTC-USD,57805.12,51526.67571428572,49995.657666666666,0.021604177139550984,2999.0671580391954,54824.12,52246.52
2021-03-11,55963.18,58091.06,54484.59,57805.12,57805.12,56772343595,BTC-USD,57332.09,52847.24,50373.12466666666,0.03207670971664145,3473.3228851971276,56008.55,54824.12
2021-03-12,57821.22,57996.62,55376.65,57332.09,57332.09,55689944702,BTC-USD,61243.09,54047.92428571428,50786.92166666667,-0.008183185157301098,3342.660662560494,57805.12,56008.55
2021-03-13,57343.37,61683.86,56217.97,61243.09,61243.09,60669829814,BTC-USD,59302.32,55809.45428571429,51231.38033333333,0.06821659562733551,3433.0734721086383,57332.09,57805.12
2021-03-14,61221.13,61597.92,59302.32,59302.32,59302.32,43901225564,BTC-USD,55907.2,56965.97285714286,51624.62933333333,-0.03168961592238406,2954.3156617381533,61243.09,57332.09
2021-03-15,59267.43,60540.99,55393.16,55907.2,55907.2,66419369890,BTC-USD,56804.9,57488.927142857145,51918.01866666666,-0.05725104852558893,2209.8749049342186,59302.32,61243.09
2021-03-16,55840.79,56833.18,53555.03,56804.9,56804.9,59749798599,BTC-USD,58870.89,57771.89571428572,52187.60566666666,0.016056965829088332,1919.5259879015603,55907.2,59302.32
2021-03-17,56825.83,58969.82,54528.63,58870.89,58870.89,60258313191,BTC-USD,57858.92,58180.80142857142,52551.8,0.03636992583386278,1781.172519208023,56804.9,55907.2
2021-03-18,58893.08,60116.25,54253.58,57858.92,57858.92,55746041000,BTC-USD,58346.65,58188.48714285714,52840.435000000005,-0.01718965009701745,1779.396474742128,58870.89,56804.9
2021-03-19,57850.44,59498.38,56643.7,58346.65,58346.65,49063873786,BTC-USD,58313.64,58333.42428571429,53047.023,0.008429642309258467,1738.872377978368,57858.92,58870.89
2021-03-20,58332.26,60031.29,58213.3,58313.64,58313.64,50361731222,BTC-USD,57523.42,57914.93142857143,53268.15099999999,-0.0005657565601453474,1186.7564921591336,58346.65,57858.92
2021-03-21,58309.91,58767.9,56005.62,57523.42,57523.42,51943414539,BTC-USD,54529.14,57660.80285714286,53322.66066666667,-0.013551203457715877,1018.7173851587614,58313.64,58346.65
2021-03-22,57517.89,58471.48,54288.16,54529.14,54529.14,56521454974,BTC-USD,54738.95,57463.937142857154,53270.314666666665,-0.05205323327437761,1454.1668387171746,57523.42,58313.64
2021-03-23,54511.66,55985.44,53470.7,54738.95,54738.95,56435023914,BTC-USD,52774.27,57168.80142857142,53176.948,0.003847667504017105,1782.7458462107952,54529.14,57523.42
2021-03-24,54710.49,57262.38,52514.33,52774.27,52774.27,70567223787,BTC-USD,51704.16,56297.85571428571,53129.17966666666,-0.03589181012788878,2242.545890432596,54738.95,54529.14
2021-03-25,52726.75,53392.39,50856.57,51704.16,51704.16,67999812841,BTC-USD,55137.31,55418.60428571428,53225.17066666667,-0.020277116102221604,2690.341041360639,52774.27,54738.95
2021-03-26,51683.01,55137.31,51579.86,55137.31,55137.31,56652197978,BTC-USD,55973.51,54960.127142857134,53406.236666666664,0.06639987962283866,2361.562874085298,51704.16,52774.27
2021-03-27,55137.57,56568.21,54242.91,55973.51,55973.51,47266542233,BTC-USD,55950.75,54625.822857142855,53702.225333333336,0.015165774318696368,1934.7892259687308,55137.31,51704.16
2021-03-28,55974.94,56610.31,55071.11,55950.75,55950.75,47686580918,BTC-USD,57750.2,54401.15571428571,54022.59166666667,-0.0004066209176448732,1605.536854636514,55973.51,55137.31
2021-03-29,55947.9,58342.1,55139.34,57750.2,57750.2,57625587027,BTC-USD,58917.69,54861.307142857135,54407.98333333333,0.03216132044700015,2048.740826269804,55950.75,55973.51
2021-03-30,57750.13,59447.22,57251.55,58917.69,58917.69,54414116432,BTC-USD,58918.83,55458.270000000004,54867.314,0.02021620704343885,2553.7146761467975,57750.2,55950.75
2021-03-31,58930.28,59930.03,57726.42,58918.83,58918.83,65520826225,BTC-USD,59095.81,56336.06428571429,55176.900333333324,1.934902743139233e-05,2533.3348160207292,58917.69,57750.2
2021-04-01,58926.56,59586.07,58505.28,59095.81,59095.81,61669163792,BTC-USD,59384.31,57392.01428571429,55534.12766666666,0.00300379352407365,1676.4624470581225,58918.83,58917.69
2021-04-02,59098.88,60267.19,58869.28,59384.31,59384.31,58727860620,BTC-USD,57603.89,57998.728571428575,55828.996666666666,0.004881902794800608,1481.6653493108618,59095.81,58918.83
2021-04-03,59397.41,60110.27,57603.89,57603.89,57603.89,59641344484,BTC-USD,58758.55,58231.64,56130.420666666665,-0.029981319981658427,1214.265645332269,59384.31,59095.81
2021-04-04,57604.84,58913.75,57168.68,58758.55,58758.55,50749662970,BTC-USD,59057.88,58632.75428571429,56458.12899999999,0.020044826833743423,682.5897510189327,57603.89,59384.31
2021-04-05,58760.88,59891.3,57694.82,59057.88,59057.88,60706272115,BTC-USD,58192.36,58819.565714285716,56796.312333333335,0.005094237349287711,570.5425555230296,58758.55,57603.89
2021-04-06,59171.93,59479.58,57646.81,58192.36,58192.36,66058027988,BTC-USD,56048.94,58715.94714285714,57029.168,-0.014655453260428497,613.9644153841401,59057.88,58758.55
2021-04-07,58186.51,58731.14,55604.02,56048.94,56048.94,75645303584,BTC-USD,58323.95,58305.962857142855,57155.91533333333,-0.03683335750603689,1165.9666708178204,58192.36,59057.88
2021-04-08,56099.91,58338.74,55879.09,58323.95,58323.95,53053855641,BTC-USD,58245.0,58195.69714285714,57272.57633333334,0.04058970606759016,1114.1682247868405,56048.94,58192.36
2021-04-09,58326.56,58937.05,57807.86,58245.0,58245.0,46655208546,BTC-USD,59793.23,58032.938571428575,57347.12466666666,-0.0013536463151072597,987.625331986683,58323.95,56048.94
2021-04-10,58253.78,61276.66,58038.71,59793.23,59793.23,58238470525,BTC-USD,60204.96,58345.70142857143,57413.395000000004,0.026581337453858822,1160.6192155835608,58245.0,58323.95
2021-04-11,59846.23,60790.55,59289.8,60204.96,60204.96,46280252580,BTC-USD,59893.45,58552.33142857143,57509.15733333333,0.006885896614048148,1358.292345538492,59793.23,58245.0
2021-04-12,60175.95,61253.04,59589.88,59893.45,59893.45,51828688519,BTC-USD,63503.46,58671.69857142856,57464.16933333334,-0.005174158408210894,1444.127685761127,60204.96,59793.23
2021-04-13,59890.02,63742.29,59869.96,63503.46,63503.46,69983454362,BTC-USD,63109.7,59430.427142857145,57604.20733333333,0.06027386968024051,2294.9037146667597,59893.45,60204.96
2021-04-14,63523.75,64863.1,61554.8,63109.7,63109.7,77451779687,BTC-USD,63314.01,60439.107142857145,57844.29066666667,-0.006200607022042615,2104.7582767286926,63503.46,59893.45
2021-04-15,63075.2,63821.67,62208.96,63314.01,63314.01,60954381579,BTC-USD,61572.79,61151.97285714286,58061.26099999999,0.0032373787230806084,2114.0000959298104,63109.7,63503.46
2021-04-16,63258.5,63594.72,60222.53,61572.79,61572.79,84293007468,BTC-USD,60683.82,61627.37142857142,58151.32433333333,-0.02750133817144107,1681.197375736028,63314.01,63109.7
2021-04-17,61529.92,62572.18,60361.35,60683.82,60683.82,66138759198,BTC-USD,56216.18,61754.59857142857,58245.48766666666,-0.014437708604726263,1547.6570999573423,61572.79,63314.01
2021-04-18,60701.89,61057.46,52829.54,56216.18,56216.18,97468872758,BTC-USD,55724.27,61184.77285714285,58174.471999999994,-0.07362160127691364,2593.9431422690386,60683.82,61572.79
2021-04-19,56191.59,57520.05,54368.59,55724.27,55724.27,65344865159,BTC-USD,56473.03,60589.17571428572,58088.15966666667,-0.008750327752615084,3317.5711795271786,56216.18,60683.82
2021-04-20,55681.79,57062.15,53448.05,56473.03,56473.03,67849323955,BTC-USD,53906.09,59584.82857142857,58053.14666666666,0.013436874094537199,3352.269916218227,55724.27,56216.18
2021-04-21,56471.13,56757.97,53695.47,53906.09,53906.09,54926612466,BTC-USD,51762.27,58270.02714285714,58032.378333333334,-0.045454263743241685,3539.037419641767,56473.03,55724.27
2021-04-22,53857.11,55410.23,50583.81,51762.27,51762.27,74798630778,BTC-USD,51093.65,56619.778571428564,57933.15566666667,-0.03976953253333715,3487.946212326364,53906.09,56473.03
2021-04-23,51739.81,52120.79,47714.66,51093.65,51093.65,86668667320,BTC-USD,50050.87,55122.758571428574,57877.135,-0.012917130566337143,3248.407437860668,51762.27,53906.09
2021-04-24,51143.23,51167.56,48805.29,50050.87,50050.87,49014494781,BTC-USD,49004.25,53603.76571428571,57822.025333333324,-0.020409189791686377,2644.496790896672,51093.65,51762.27
2021-04-25,50052.83,50506.02,47159.48,49004.25,49004.25,46117114240,BTC-USD,54021.75,52573.49,57617.590000000004,-0.020911125021403243,2853.674232050245,50050.87,51093.65
2021-04-26,49077.79,54288.0,48852.8,54021.75,54021.75,58284039825,BTC-USD,55033.12,52330.27285714285,57552.53133333333,0.10238907849829348,2601.816676386847,49004.25,50050.87
2021-04-27,54030.3,55416.96,53319.19,55033.12,55033.12,49448222757,BTC-USD,54824.7,52124.57142857143,57521.943666666666,0.018721533456431905,2253.273710777687,54021.75,49004.25
2021-04-28,55036.64,56227.21,53887.92,54824.7,54824.7,48000572955,BTC-USD,53555.11,52255.80142857142,57424.426999999996,-0.003787173978142766,2396.5180013821127,55033.12,54021.75
2021-04-29,54858.09,55115.84,52418.03,53555.11,53555.11,46088929780,BTC-USD,57750.18,52511.92142857143,57245.674333333336,-0.023157263058438904,2430.543097666688,54824.7,55033.12
2021-04-30,53568.66,57900.72,53129.6,57750.18,57750.18,52395931985,BTC-USD,57828.05,53462.85428571428,57206.719333333334,0.07833183425447166,3015.050702231964,53555.11,54824.7
2021-05-01,57714.66,58448.34,57052.27,57828.05,57828.05,42836427360,BTC-USD,56631.08,54573.880000000005,57164.460666666666,0.0013483940656116022,2980.9348174581432,57750.18,53555.11
2021-05-02,57825.86,57902.59,56141.91,56631.08,56631.08,38177405335,BTC-USD,57200.29,55663.427142857145,57072.68633333334,-0.02069877853394675,1742.476063113832,57828.05,57750.18
2021-05-03,56620.27,58973.31,56590.87,57200.29,57200.29,51713139031,BTC-USD,53333.54,56117.50428571429,57059.233,0.010051194503089,1655.338747899084,56631.08,57828.05
2021-05-04,57214.18,57214.18,53191.43,53333.54,53333.54,68564706967,BTC-USD,57424.01,55874.70714285714,56878.399333333335,-0.06760018174733029,1940.9101352521914,57200.29,56631.08
2021-05-05,53252.16,57911.36,52969.05,57424.01,57424.01,69241316747,BTC-USD,56396.52,56246.037142857145,56823.937,0.07669601530294079,1955.1391885467756,53333.54,57200.29
2021-05-06,57441.31,58363.32,55382.51,56396.52,56396.52,69523285106,BTC-USD,57356.4,56651.95285714286,56764.075666666664,-0.017893038121162275,1557.968694162801,57424.01,53333.54
2021-05-07,56413.95,58606.63,55321.85,57356.4,57356.4,68434023376,BTC-USD,58803.78,56595.69857142858,56807.65766666667,0.017020199118669144,1518.309905733506,56396.52,57424.01
2021-05-08,57352.77,59464.61,56975.21,58803.78,58803.78,65382980634,BTC-USD,58232.32,56735.08857142857,56823.651999999995,0.025234847375358305,1685.8487657601893,57356.4,56396.52
2021-05-09,58877.39,59210.88,56482.0,58232.32,58232.32,65906690347,BTC-USD,55859.8,56963.83714285714,56823.22933333333,-0.00971808274910213,1775.6275496918486,58803.78,57356.4
2021-05-10,58250.87,59519.36,54071.46,55859.8,55859.8,71776546298,BTC-USD,56704.57,56772.33857142857,56692.115,-0.04074232316349402,1817.6635786310455,58232.32,58803.78
2021-05-11,55847.24,56872.54,54608.65,56704.57,56704.57,61308396325,BTC-USD,49150.54,57253.91428571429,56575.435333333335,0.01512304018274313,1031.120433862816,55859.8,58232.32
2021-05-12,56714.53,57939.36,49150.54,49150.54,49150.54,75215403907,BTC-USD,49716.19,56071.99,56217.33833333333,-0.13321730506024465,3220.6723738221,56704.57,55859.8
2021-05-13,49735.43,51330.84,46980.02,49716.19,49716.19,96721152926,BTC-USD,49880.54,55117.65714285715,55757.76266666667,0.011508520557454771,4003.1653879679634,49150.54,56704.57
2021-05-14,49682.98,51438.12,48868.58,49880.54,49880.54,55737497453,BTC-USD,46760.19,54049.677142857145,55316.790666666675,0.00330576417863071,4293.082733990969,49716.19,49150.54
2021-05-15,49855.5,50639.66,46664.14,46760.19,46760.19,59161047474,BTC-USD,46456.06,52329.16428571428,54764.99666666667,-0.06255645989397862,4479.533709992908,49880.54,49716.19
2021-05-16,46716.64,49720.04,43963.35,46456.06,46456.06,64047871555,BTC-USD,43537.51,50646.841428571424,54261.10566666667,-0.006504036874101726,4087.215204102736,46760.19,49880.54
2021-05-17,46415.9,46623.56,42207.29,43537.51,43537.51,74903638450,BTC-USD,42909.4,48886.514285714286,53689.562000000005,-0.06282388131925087,4121.253116318246,46456.06,46760.19
2021-05-18,43488.06,45812.46,42367.83,42909.4,42909.4,56187365084,BTC-USD,37002.44,46915.775714285715,53246.00266666667,-0.014426870071347686,2867.2167080921604,43537.51,46456.06
2021-05-19,42944.98,43546.12,30681.5,37002.44,37002.44,126358098747,BTC-USD,40782.74,45180.33285714286,52621.941666666666,-0.1376612117624576,4500.431647919054,42909.4,43537.51
2021-05-20,36753.67,42462.98,35050.62,40782.74,40782.74,88281943359,BTC-USD,37304.69,43904.125714285714,52098.932,0.10216353299944525,4260.0313050879695,37002.44,42909.4
2021-05-21,40596.95,42172.17,33616.45,37304.69,37304.69,82051616861,BTC-USD,37536.63,42107.57571428572,51545.552,-0.08528240132958198,3960.8307427646405,40782.74,37002.44
2021-05-22,37371.03,38831.05,35383.68,37536.63,37536.63,57377273240,BTC-USD,34770.58,40789.92428571428,51071.363999999994,0.006217448797992908,3679.2745901372305,37304.69,40782.74
2021-05-23,37531.45,38289.22,31227.34,34770.58,34770.58,78469274361,BTC-USD,38705.98,39120.57,50527.26166666667,-0.0736893535727633,3312.6669677770064,37536.63,37304.69
2021-05-24,34700.36,39835.14,34551.08,38705.98,38705.98,67359584098,BTC-USD,38402.22,38430.35142857143,50149.098666666665,0.1131818911274991,2682.3586886199964,34770.58,37536.63
2021-05-25,38795.78,39776.35,36581.43,38402.22,38402.22,56211915803,BTC-USD,39294.2,37786.46857142857,49795.69766666667,-0.007847882936951933,1835.170661568522,38705.98,34770.58
2021-05-26,38392.63,40782.08,37905.84,39294.2,39294.2,51346735160,BTC-USD,38436.97,38113.862857142856,49304.77933333334,0.023227303004878186,1875.9598553872916,38402.22,38705.98
2021-05-27,39316.89,40379.62,37247.9,38436.97,38436.97,43210968721,BTC-USD,35697.61,37778.75285714286,48751.57433333333,-0.021815687811432616,1489.449244494321,39294.2,38402.22
2021-05-28,38507.08,38856.97,34779.04,35697.61,35697.61,55200191952,BTC-USD,34616.07,37549.17,48114.00466666667,-0.07126888513844876,1685.6361950712324,38436.97,39294.2
2021-05-29,35684.16,37234.5,33693.93,34616.07,34616.07,45231013335,BTC-USD,35678.13,37131.94714285714,47482.70333333333,-0.030297266399627376,2017.9449225861829,35697.61,38436.97
2021-05-30,34607.41,36400.67,33520.74,35678.13,35678.13,31646080921,BTC-USD,37332.86,37261.59714285714,46746.96833333334,0.030681125847041413,1864.2458666329474,34616.07,35697.61
2021-05-31,35658.59,37468.25,34241.95,37332.86,37332.86,39009847639,BTC-USD,36684.93,37065.43714285714,46063.79533333333,0.046379392641935135,1756.0353662511159,35678.13,34616.07
2021-06-01,37293.79,37896.73,35787.09,36684.93,36684.93,34639423297,BTC-USD,37575.18,36820.11,45398.92366666666,-0.017355487899935906,1655.2170388705947,37332.86,35678.13
2021-06-02,36699.92,38231.34,35966.31,37575.18,37575.18,33070867190,BTC-USD,39208.77,36574.53571428572,44744.753333333334,0.02426745805430186,1320.689399693498,36684.93,37332.86
2021-06-03,37599.41,39478.95,37243.97,39208.77,39208.77,35460750427,BTC-USD,36894.41,36684.79285714286,44273.92766666667,0.04347524083716947,1519.3614493896246,37575.18,36684.93
2021-06-04,39242.48,39242.48,35717.72,36894.41,36894.41,41831090187,BTC-USD,35551.96,36855.764285714286,43589.60766666666,-0.059026590224584785,1455.7670389853267,39208.77,37575.18
2021-06-05,36880.16,37917.71,34900.41,35551.96,35551.96,35959473399,BTC-USD,35862.38,36989.462857142855,42894.789,-0.03638627098251479,1243.2547336693906,36894.41,39208.77
2021-06-06,35538.61,36436.42,35304.58,35862.38,35862.38,28913440585,BTC-USD,33560.71,37015.78428571428,42178.32166666666,0.008731445467422772,1212.4332406485078,35551.96,36894.41
2021-06-07,35835.27,36790.57,33480.64,33560.71,33560.71,33683936663,BTC-USD,33472.63,36476.90571428571,41336.886000000006,-0.06418062604880093,1761.8284387806063,35862.38,35551.96
2021-06-08,33589.52,34017.39,31114.44,33472.63,33472.63,49902050442,BTC-USD,37345.12,36018.00571428572,40511.563,-0.002624497515100299,2086.963930377358,33560.71,35862.38
2021-06-09,33416.98,37537.37,32475.87,37345.12,37345.12,53972919008,BTC-USD,36702.6,35985.14,39894.407,0.11569123788599844,2059.991511519939,33472.63,33560.71
2021-06-10,37389.52,38334.32,35847.59,36702.6,36702.6,43576032854,BTC-USD,37334.4,35627.11571428571,39227.674666666666,-0.017204925302154672,1564.5595181912317,37345.12,33472.63
2021-06-11,36697.03,37608.7,36044.45,37334.4,37334.4,38699736985,BTC-USD,35552.52,35689.97142857143,38833.80333333334,0.01721403933236343,1631.3699690592857,36702.6,37345.12
