Date,Open,High,Low,Close,Adj Close,Volume,Ticker
"Sep 3, 2025",0.016196,0.016196,0.015246,0.015488,0.015488,"136,790",HYPER36428-USD
"Sep 2, 2025",0.015759,0.016452,0.015556,0.016196,0.016196,"125,847",HYPER36428-USD
"Sep 1, 2025",0.015567,0.017298,0.013493,0.015759,0.015759,-,HYPER36428-USD
"Nov 30, 2025",0.081214,1.401900,0.001620,0.072958,0.072958,-,HOOD37295-USD
"Nov 29, 2025",0.001071,0.676117,0.000034,0.081214,0.081214,-,HOOD37295-USD
"Nov 28, 2025",0.000248,0.002316,0.000142,0.001071,0.001071,"355,956",HOOD37295-USD
"Nov 27, 2025",0.000155,0.000335,0.000148,0.000278,0.000278,"276,131",HOOD37295-USD
"Nov 26, 2025",0.002645,0.003069,0.000074,0.000155,0.000155,"243,377",HOOD37295-USD
"Nov 25, 2025",0.002964,0.003856,0.001685,0.002645,0.002645,"299,646",HOOD37295-USD
"Nov 24, 2025",0.003302,0.003302,0.002946,0.002964,0.002964,-,HOOD37295-USD
"Nov 23, 2025",0.004452,0.004467,0.000012,0.003302,0.003302,"3,181",HOOD37295-USD
"Nov 22, 2025",0.004426,0.004453,0.004347,0.004452,0.004452,"2,098",HOOD37295-USD
"Nov 21, 2025",0.004453,0.004513,0.004282,0.004426,0.004426,"2,466",HOOD37295-USD
"Nov 20, 2025",0.004791,0.004871,0.004427,0.004484,0.004484,"2,490",HOOD37295-USD
"Nov 19, 2025",0.000670,0.004930,0.000647,0.004817,0.004817,"2,922",HOOD37295-USD
"Nov 18, 2025",0.000645,0.000682,0.000639,0.000670,0.000670,"2,732",HOOD37295-USD
"Nov 17, 2025",0.014166,0.014805,0.000000,0.000645,0.000645,-,HOOD37295-USD
"Nov 16, 2025",0.014492,0.014828,0.014011,0.014166,0.014166,"2,684",HOOD37295-USD
"Nov 15, 2025",0.001933,0.014651,0.001921,0.014492,0.014492,"2,874",HOOD37295-USD
"Nov 14, 2025",0.001996,0.002007,0.001910,0.001933,0.001933,"2,717",HOOD37295-USD
"Nov 13, 2025",0.000288,0.002203,0.000288,0.001997,0.001997,"2,893",HOOD37295-USD
"Nov 12, 2025",0.000326,0.000360,0.000000,0.000288,0.000288,"2,483",HOOD37295-USD
"Nov 11, 2025",0.009304,0.017159,0.000000,0.000000,0.000000,"2,035",HOOD37295-USD
"Nov 10, 2025",0.001883,0.009304,0.001870,0.009304,0.009304,-,HOOD37295-USD
"Nov 9, 2025",0.001784,0.001888,0.001763,0.001883,0.001883,"2,968",HOOD37295-USD
"Nov 8, 2025",0.000302,0.001802,0.000299,0.001794,0.001794,"2,862",HOOD37295-USD
"Nov 7, 2025",0.000290,0.000304,0.000283,0.000302,0.000302,"2,739",HOOD37295-USD
"Nov 6, 2025",0.014571,0.014609,0.000000,0.000292,0.000292,"3,104",HOOD37295-USD
"Nov 5, 2025",0.002118,0.014800,0.002081,0.014570,0.014570,"2,776",HOOD37295-USD
"Nov 4, 2025",0.000310,0.002352,0.000310,0.002118,0.002118,"2,411",HOOD37295-USD
"Nov 3, 2025",0.000337,0.000339,0.000309,0.000310,0.000310,"2,812",HOOD37295-USD
"Nov 2, 2025",0.002367,0.002387,0.000000,0.000337,0.000337,-,HOOD37295-USD
