Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2025-10-10,0.009534,0.009552,0.007118,0.007461,0.007461,33299,HYPER36428-USD
2025-10-11,113236.43,113429.73,109760.56,110807.88,110807.88,110236934340,BTC-USD
2025-10-11,0.001077,0.00874,0.001043,0.007792,0.007792,367970,HOOD37295-USD
2025-10-11,0.007461,0.007546,0.007027,0.007042,0.007042,13669,HYPER36428-USD
2025-10-12,110811.52,115805.06,109715.54,115169.77,115169.77,93710414091,BTC-USD
2025-10-12,0.007791,0.008644,0.000332,0.000417,0.000417,1439719,HOOD37295-USD
2025-10-12,0.007042,0.009304,0.007042,0.009304,0.009304,13639,HYPER36428-USD
2025-10-13,0.000417,0.000441,0.000333,0.000413,0.000413,1564469,HOOD37295-USD
2025-10-13,0.009304,0.009304,0.00824,0.009039,0.009039,0,HYPER36428-USD
2025-10-13,115161.68,116020.48,113821.19,115271.08,115271.08,71582026739,BTC-USD
2025-10-14,0.009039,0.009039,0.00819,0.008216,0.008216,0,HYPER36428-USD
2025-10-14,0.000413,0.003771,1.6e-05,2e-05,2e-05,0,HOOD37295-USD
2025-10-14,115264.88,115502.88,110029.48,113118.66,113118.66,92212917403,BTC-USD
2025-10-15,0.008216,0.008509,0.007948,0.008048,0.008048,3853,HYPER36428-USD
2025-10-15,2e-05,0.003878,1.4e-05,0.002885,0.002885,593024,HOOD37295-USD
2025-10-15,113113.97,113622.38,110235.84,110783.16,110783.16,72574132855,BTC-USD
2025-10-16,0.003061,0.003896,0.002608,0.003526,0.003526,1361261,HOOD37295-USD
2025-10-16,0.008048,0.008071,0.007626,0.007687,0.007687,5306,HYPER36428-USD
2025-10-16,110782.17,111990.81,107537.03,108186.04,108186.04,87306423067,BTC-USD
2025-10-17,0.007687,0.008262,0.007131,0.008093,0.008093,15365,HYPER36428-USD
2025-10-17,0.003526,0.003716,0.000192,0.000291,0.000291,668233,HOOD37295-USD
2025-10-17,108179.13,109235.8,103598.43,106467.79,106467.79,99703051669,BTC-USD
2025-10-18,0.000291,0.002389,0.000282,0.002133,0.002133,1553579,HOOD37295-USD
2025-10-18,106483.73,107490.98,106387.45,107198.27,107198.27,37779905278,BTC-USD
2025-10-18,0.008093,0.008101,0.007834,0.007841,0.007841,2023,HYPER36428-USD
2025-10-19,0.002133,0.002381,0.001992,0.00214,0.00214,1525428,HOOD37295-USD
2025-10-19,0.007841,0.008162,0.007751,0.008042,0.008042,0,HYPER36428-USD
2025-10-19,107204.31,109488.99,106157.79,108666.71,108666.71,47657008953,BTC-USD
2025-10-20,0.008042,0.008042,0.006535,0.006839,0.006839,14231,HYPER36428-USD
2025-10-20,108667.45,111711.03,107485.02,110588.93,110588.93,63507793085,BTC-USD
2025-10-20,0.00214,0.00214,0.000288,0.000323,0.000323,1267310,HOOD37295-USD
2025-10-21,110587.63,113996.34,107534.75,108476.89,108476.89,101194375480,BTC-USD
2025-10-21,0.00034,0.000401,2e-06,0.000348,0.000348,0,HOOD37295-USD
2025-10-21,0.006839,0.008206,0.006517,0.007089,0.007089,15311,HYPER36428-USD
2025-10-22,108491.53,109115.13,106778.0,107688.59,107688.59,80807013218,BTC-USD
2025-10-22,0.000348,0.002192,0.000326,0.002134,0.002134,30851,HOOD37295-USD
2025-10-22,0.007089,0.00717,0.006182,0.006484,0.006484,0,HYPER36428-USD
2025-10-23,107679.44,111288.59,107548.43,110069.73,110069.73,54944076060,BTC-USD
2025-10-23,0.00212,0.0022,2e-06,0.000333,0.000333,15505,HOOD37295-USD
2025-10-23,0.006484,0.006832,0.00503,0.006568,0.006568,202930,HYPER36428-USD
2025-10-24,110069.35,111842.53,109770.15,111033.92,111033.92,48160816980,BTC-USD
2025-10-24,0.000333,0.002521,0.000331,0.002499,0.002499,4662,HOOD37295-USD
2025-10-24,0.006568,0.007135,0.005441,0.006956,0.006956,103659,HYPER36428-USD
2025-10-25,0.002498,0.002513,0.002464,0.002466,0.002466,4734,HOOD37295-USD
2025-10-25,111032.62,111947.7,110704.41,111641.73,111641.73,24707667305,BTC-USD
2025-10-25,0.006956,0.00717,0.005864,0.006426,0.006426,86743,HYPER36428-USD
2025-10-26,0.006426,0.009318,0.006118,0.009309,0.009309,77821,HYPER36428-USD
2025-10-26,111639.05,115260.91,111268.48,114472.45,114472.45,41708524143,BTC-USD
2025-10-26,0.002465,0.002574,0.0,0.000458,0.000458,4668,HOOD37295-USD
2025-10-27,114479.85,116273.31,113882.29,114119.33,114119.33,61761358733,BTC-USD
2025-10-27,0.009309,0.010415,0.008831,0.009165,0.009165,90326,HYPER36428-USD
2025-10-27,0.000458,0.002794,0.000455,0.002737,0.002737,4617,HOOD37295-USD
2025-10-28,0.009166,0.011016,0.006694,0.007261,0.007261,319283,HYPER36428-USD
2025-10-28,114129.09,116078.98,112291.68,112956.16,112956.16,64528066504,BTC-USD
2025-10-28,0.002738,0.002746,0.002633,0.002665,0.002665,4417,HOOD37295-USD
2025-10-29,0.007261,0.007749,0.006884,0.006884,0.006884,40372,HYPER36428-USD
2025-10-29,0.002649,0.002692,0.0,0.000345,0.000345,0,HOOD37295-USD
2025-10-29,112921.33,113642.73,109368.72,110055.3,110055.3,62192043469,BTC-USD
2025-10-30,0.000345,0.000391,0.0,0.000323,0.000323,1112,HOOD37295-USD
2025-10-30,110059.2,111612.35,106376.69,108305.55,108305.55,69673964814,BTC-USD
2025-10-30,0.006884,0.007018,0.005204,0.005468,0.005468,77489,HYPER36428-USD
2025-10-31,0.000323,0.002414,0.0,0.002398,0.002398,2165,HOOD37295-USD
2025-10-31,108304.41,111031.82,108288.27,109556.16,109556.16,60090359560,BTC-USD
2025-10-31,0.005468,0.00558,0.005407,0.005433,0.005433,7444,HYPER36428-USD
2025-11-01,0.002384,0.002413,0.002367,0.002381,0.002381,2826,HOOD37295-USD
2025-11-01,109558.63,110574.9,109372.95,110064.02,110064.02,25871668762,BTC-USD
2025-11-01,0.005433,0.005433,0.005259,0.005271,0.005271,5026,HYPER36428-USD
2025-11-02,0.002367,0.002387,0.0,0.000337,0.000337,0,HOOD37295-USD
2025-11-02,110064.43,111167.31,109523.45,110639.63,110639.63,34284209459,BTC-USD
2025-11-02,0.005271,0.005425,0.004444,0.00456,0.00456,41429,HYPER36428-USD
2025-11-03,110646.91,110764.91,105336.36,106547.52,106547.52,72852006359,BTC-USD
2025-11-03,0.00456,0.004565,0.003352,0.003948,0.003948,82599,HYPER36428-USD
2025-11-03,0.000337,0.000339,0.000309,0.00031,0.00031,2812,HOOD37295-USD
2025-11-04,0.003948,0.00395,0.003259,0.00342,0.00342,17471,HYPER36428-USD
2025-11-04,106541.42,107264.88,98962.06,101590.52,101590.52,110967184773,BTC-USD
2025-11-04,0.00031,0.002352,0.00031,0.002118,0.002118,2411,HOOD37295-USD
2025-11-05,0.002118,0.0148,0.002081,0.01457,0.01457,2776,HOOD37295-USD
2025-11-05,0.00342,0.003865,0.003254,0.003316,0.003316,32464,HYPER36428-USD
2025-11-05,101579.23,104534.7,98989.91,103891.84,103891.84,77584934804,BTC-USD
2025-11-06,0.003316,0.00336,0.002938,0.003031,0.003031,22343,HYPER36428-USD
2025-11-06,103893.66,104147.3,100336.87,101301.29,101301.29,63932752861,BTC-USD
2025-11-06,0.014571,0.014609,0.0,0.000292,0.000292,3104,HOOD37295-USD
2025-11-07,0.003031,0.003531,0.002855,0.003487,0.003487,30515,HYPER36428-USD
2025-11-07,101286.24,104052.91,99257.05,103372.41,103372.41,92168030081,BTC-USD
2025-11-07,0.00029,0.000304,0.000283,0.000302,0.000302,2739,HOOD37295-USD
2025-11-08,103371.7,103373.56,101458.04,102282.12,102282.12,51446691095,BTC-USD
2025-11-08,0.000302,0.001802,0.000299,0.001794,0.001794,2862,HOOD37295-USD
2025-11-08,0.003487,0.003567,0.003305,0.003403,0.003403,14613,HYPER36428-USD
2025-11-09,0.001784,0.001888,0.001763,0.001883,0.001883,2968,HOOD37295-USD
2025-11-09,0.003403,0.003414,0.00299,0.003158,0.003158,22397,HYPER36428-USD
2025-11-09,102278.98,105418.37,101468.88,104719.64,104719.64,59679243013,BTC-USD
2025-11-10,0.003158,0.003371,0.003093,0.003208,0.003208,24466,HYPER36428-USD
2025-11-10,104723.77,106564.7,104350.65,105996.59,105996.59,69585887229,BTC-USD
2025-11-10,0.001883,0.009304,0.00187,0.009304,0.009304,0,HOOD37295-USD
2025-11-11,0.003208,0.003208,0.002849,0.002881,0.002881,23149,HYPER36428-USD
2025-11-11,0.009304,0.017159,0.0,0.0,0.0,2035,HOOD37295-USD
2025-11-11,105996.86,107428.26,102457.33,102997.47,102997.47,71130078574,BTC-USD
2025-11-12,103011.44,105297.23,100836.62,101663.19,101663.19,64347179408,BTC-USD
2025-11-12,0.002881,0.00302,0.002842,0.00287,0.00287,5382,HYPER36428-USD
2025-11-12,0.000326,0.00036,0.0,0.000288,0.000288,2483,HOOD37295-USD
2025-11-13,0.00287,0.002921,0.002472,0.002546,0.002546,10030,HYPER36428-USD
2025-11-13,101674.15,104005.49,97988.72,99697.49,99697.49,101546815416,BTC-USD
2025-11-13,0.000288,0.002203,0.000288,0.001997,0.001997,2893,HOOD37295-USD
2025-11-14,0.002546,0.002902,0.002503,0.00268,0.00268,19386,HYPER36428-USD
2025-11-14,0.001996,0.002007,0.00191,0.001933,0.001933,2717,HOOD37295-USD
2025-11-14,99694.7,99804.43,94000.73,94397.79,94397.79,114346441890,BTC-USD
2025-11-15,0.001933,0.014651,0.001921,0.014492,0.014492,2874,HOOD37295-USD
2025-11-15,94420.47,96728.47,94420.47,95549.15,95549.15,38500716654,BTC-USD
2025-11-15,0.00268,0.002801,0.00265,0.002723,0.002723,8037,HYPER36428-USD
2025-11-16,95556.87,96564.19,92971.16,94177.08,94177.08,71086235862,BTC-USD
2025-11-16,0.002723,0.002736,0.002441,0.002489,0.002489,15911,HYPER36428-USD
2025-11-16,0.014492,0.014828,0.014011,0.014166,0.014166,2684,HOOD37295-USD
2025-11-17,0.002489,0.002595,0.00219,0.00232,0.00232,17680,HYPER36428-USD
2025-11-17,94180.88,95928.37,91214.76,92093.88,92093.88,94186165724,BTC-USD
2025-11-17,0.014166,0.014805,0.0,0.000645,0.000645,0,HOOD37295-USD
2025-11-18,92094.53,93745.08,89300.46,92948.88,92948.88,101333569062,BTC-USD
2025-11-18,0.00232,0.002804,0.002269,0.002278,0.002278,29733,HYPER36428-USD
2025-11-18,0.000645,0.000682,0.000639,0.00067,0.00067,2732,HOOD37295-USD
2025-11-19,0.002278,0.002283,0.001882,0.002065,0.002065,23575,HYPER36428-USD
2025-11-19,92946.16,92946.16,88526.83,91465.99,91465.99,80350354656,BTC-USD
2025-11-19,0.00067,0.00493,0.000647,0.004817,0.004817,2922,HOOD37295-USD
2025-11-20,0.002065,0.002245,0.001905,0.002206,0.002206,22425,HYPER36428-USD
2025-11-20,91459.35,93025.07,86040.8,86631.9,86631.9,97970645638,BTC-USD
2025-11-20,0.004791,0.004871,0.004427,0.004484,0.004484,2490,HOOD37295-USD
2025-11-21,0.002206,0.002212,0.001806,0.002022,0.002022,21010,HYPER36428-USD
2025-11-21,86528.77,87380.8,80659.81,85090.69,85090.69,129157506112,BTC-USD
2025-11-21,0.004453,0.004513,0.004282,0.004426,0.004426,2466,HOOD37295-USD
2025-11-22,85098.56,85503.01,83490.9,84648.36,84648.36,40793099246,BTC-USD
2025-11-22,0.004426,0.004453,0.004347,0.004452,0.004452,2098,HOOD37295-USD
2025-11-22,0.002022,0.003356,0.001961,0.003256,0.003256,56043,HYPER36428-USD
2025-11-23,84648.61,88038.47,84641.77,86805.01,86805.01,58083435576,BTC-USD
